PuzzleID,UserID,GroupID,Score,RankType,Rank,LenHistory
997447,494369,264543,-29.771516,uid,243,0
997447,371280,168077,-95.147823,uid,104,0
997418,236506,0,-115.012883,bid,9,0
997447,460832,0,-50.977241,uid,204,0
997447,550263,991825,-128.252635,eid,39,0
997447,372218,0,-116.267804,sid,47,0
997447,71954,985857,-143.102779,uid,9,0
997447,99454,0,-79.19493,sid,138,0
997447,455069,993077,-128.640249,uid,42,0
997447,545238,996650,-78.726482,gid,19,0
997447,461060,0,-90.995527,sid,109,0
997447,71954,985857,-143.704098,sid,1,0
997447,137862,0,-35.984922,uid,246,0
997447,263916,0,-114.15877,uid,76,0
997447,25862,0,-76.535787,uid,156,0
997447,290222,993077,-101.264591,sid,85,0
997418,288912,991825,-91.224669,eid,43,0
997447,267374,993077,-136.031008,uid,2,0
997447,172661,987632,-56.661947,sid,189,0
997447,413679,257965,-90.246919,uid,122,0
997418,398373,0,23.69189,uid,160,0
997447,267374,993077,-136.031008,eid,28,0
997447,467351,0,-61.386609,bid,97,0
997447,121748,63194,18.6852,uid,253,0
997447,248345,997144,-72.939303,uid,161,0
997447,286250,0,-65.877992,uid,170,0
997447,225699,0,-99.45551,bid,43,0
997418,545173,0,-96.079713,bid,19,0
997418,192518,0,-32.827707,uid,123,0
997447,352715,987632,-140.760932,eid,20,0
997418,485774,0,186.309138,sid,202,0
997447,372175,0,-81.57453,uid,138,0
997447,46348,0,-96.173007,uid,107,0
997447,437039,993281,-104.543035,gid,12,0
997447,530410,991825,-106.53045,sid,74,0
997447,56512,0,-47.830021,uid,225,0
997447,177420,0,-40.081202,sid,230,0
997447,376068,0,-126.824521,sid,25,0
997447,544835,0,-81.917075,uid,137,0
997447,267374,993077,-136.031008,uid,33,0
997447,303499,987632,-139.553305,uid,29,0
997418,86479,0,-100.595159,uid,57,0
997447,121748,63194,18.6852,gid,28,0
997447,553803,0,-50.6195,uid,205,0
997447,487007,0,-110.063436,bid,33,0
997447,34260,247641,-36.432823,sid,237,0
997447,550263,991825,-128.252635,uid,49,0
997447,519332,997144,-134.794885,eid,26,0
997447,545238,996650,-78.726482,sid,141,0
997447,426628,0,-40.888472,uid,233,0
997447,171293,0,-56.628722,sid,190,0
997447,398030,0,-76.857695,uid,154,0
997447,483227,0,62.164129,uid,244,0
997447,553737,0,-37.73944,sid,235,0
997447,553185,0,-38.889959,sid,231,0
997447,299565,0,22.681402,bid,167,0
997418,544835,0,410.046028,bid,138,0
997447,198858,0,-38.524686,sid,233,0
997447,551914,0,1.024998,uid,249,0
997447,336924,0,-43.790362,uid,226,0
997447,469215,0,-46.232166,sid,216,0
997447,10487,985857,-100.691415,sid,88,0
997447,46487,0,-58.871053,bid,104,0
997447,215720,988042,-95.73183,eid,32,0
997447,372175,0,-81.57453,sid,131,0
997447,551914,0,1.024998,sid,246,0
997447,60966,858991,145.546599,gid,29,0
997447,531793,0,-49.773538,uid,209,0
997447,306768,61909,-133.153662,sid,15,0
997418,126983,0,-52.467808,sid,89,0
997447,491708,0,-53.800877,bid,112,0
997447,509782,0,-57.328709,bid,106,0
997447,236506,0,-140.548676,uid,24,0
997447,52415,195105,-67.139934,uid,167,0
997447,115604,986996,-77.246585,sid,146,0
997447,267374,993077,-136.031008,uid,3,0
997447,171293,0,-56.628722,uid,194,0
997418,4489,988060,-31.846609,sid,111,0
997447,198858,0,-38.524686,bid,150,0
997447,306768,61909,-122.881056,bid,3,0
997447,550263,991825,-126.040374,uid,54,0
997447,181294,987632,-91.499458,sid,107,0
997447,245960,987632,-100.615242,sid,89,0
997418,214741,0,-64.337127,sid,75,0
997447,537696,184617,-83.402938,sid,127,0
997447,308854,548027,-145.617301,uid,6,0
997447,546805,0,-46.170754,sid,217,0
997447,492685,257965,-65.920898,sid,163,0
997447,86479,0,-84.921578,sid,135,0
997447,223930,0,-50.287083,bid,119,0
997447,112172,987632,-116.806701,sid,45,0
997447,553684,0,-45.61379,sid,218,0
997418,509782,0,24.674704,sid,152,0
997447,535923,0,-122.555463,sid,36,0
997418,303499,987632,-157.897948,eid,11,0
997447,258762,990112,-95.490847,uid,108,0
997447,399963,991828,-60.128531,sid,178,0
997447,202811,61909,-95.066499,uid,110,0
997447,525256,0,-84.741203,uid,135,0
997447,414970,987632,-85.749618,uid,133,0
997447,121748,63194,18.6852,sid,251,0
997447,142342,0,-68.651852,uid,164,0
997447,306768,61909,-122.881056,eid,10,0
997447,187914,0,-45.465217,bid,136,0
997447,398337,0,-81.46127,uid,139,0
997447,259088,987632,-128.195703,sid,22,0
997447,531502,0,12.406205,uid,250,0
997447,542164,0,-74.166621,uid,159,0
997447,546805,0,-46.170754,bid,134,0
997447,172661,987632,-56.661947,uid,193,0
997418,317750,0,-52.66035,bid,43,0
997447,98902,0,-48.221393,sid,211,0
997447,52415,195105,-67.139934,sid,161,0
997447,6418,0,-114.034046,uid,77,0
997447,300582,995248,-82.127548,sid,128,0
997418,504202,0,800.0,bid,148,0
997418,258762,990112,-76.946977,uid,83,0
997447,518558,0,-80.06447,bid,69,0
997447,440721,0,-45.362634,uid,224,0
997447,399413,0,-56.717809,bid,107,0
997447,465750,0,-122.846927,uid,64,0
997447,252096,990445,-125.317407,uid,57,0
997418,534437,0,800.0,sid,236,0
997447,215720,988042,-95.73183,uid,18,0
997418,485928,0,-39.909935,sid,100,0
997447,494369,264543,-29.771516,gid,27,0
997447,286250,0,-65.877992,sid,164,0
997447,553803,0,-50.6195,sid,201,0
997447,31196,0,-75.247032,uid,157,0
997418,290793,0,-5.169611,sid,133,0
997447,516061,0,-42.624305,uid,227,0
997447,53529,0,-90.916141,sid,110,0
997447,104378,0,-48.899724,sid,209,0
997447,248345,997144,-72.939303,sid,155,0
997447,249703,993077,-120.028107,sid,42,0
997447,552385,0,-55.223958,bid,111,0
997447,460832,0,-50.977241,bid,117,0
997447,550263,991825,-128.290821,sid,21,0
997447,256927,0,-103.960184,bid,39,0
997447,398030,0,-76.857695,sid,148,0
997447,57765,377064,-47.20019,gid,24,0
997447,101409,184617,-122.098935,uid,62,0
997447,410052,0,-106.005624,sid,76,0
997418,537986,987632,-40.50754,sid,101,0
997447,0,0,50.535524,bid,153,0
997447,268656,0,-90.118316,uid,123,0
997447,368896,991545,-87.301096,gid,18,0
997447,215720,988042,-86.459427,uid,130,0
997447,203879,61909,-94.925305,sid,101,0
997447,229402,0,-41.230901,uid,231,0
997447,252096,990445,-125.559088,gid,7,0
997447,10487,985857,-100.691415,uid,99,0
997447,253218,0,-120.452676,bid,22,0
997447,422041,0,-123.741608,bid,17,0
997447,235473,0,-68.559617,sid,159,0
997447,531793,0,-49.773538,bid,122,0
997447,46533,257965,-61.752205,sid,172,0
997418,5643,0,-83.789725,uid,77,0
997447,263916,0,-114.15877,sid,52,0
997447,550715,0,-61.93859,sid,171,0
997447,60315,0,-87.457033,uid,126,0
997447,177420,0,-40.081202,uid,234,0
997418,308854,548027,-146.788026,uid,16,0
997447,4489,988060,-90.469074,bid,55,0
997447,487572,0,-98.379258,bid,44,0
997418,465750,0,-56.095952,uid,101,0
997447,101409,184617,-122.098935,eid,44,0
997447,542164,0,-74.166621,bid,83,0
997447,534437,0,-41.944566,sid,226,0
997447,421749,997144,-62.708805,uid,174,0
997447,79145,0,-106.865436,bid,35,0
997447,56512,0,-47.830021,sid,221,0
997447,514486,0,-115.052154,sid,50,0
997447,294275,168077,-85.514619,uid,134,0
997447,490810,993077,7.461185,sid,247,0
997447,215720,988042,-95.73183,eid,15,0
997418,167391,0,-72.51408,uid,88,0
997447,57839,0,-55.871814,uid,196,0
997447,31196,0,-75.247032,bid,82,0
997447,542549,0,-52.532094,sid,196,0
997418,531793,0,800.0,sid,235,0
997447,290793,0,-91.396502,uid,117,0
997447,455069,993077,-140.222239,sid,8,0
997447,252096,990445,-125.317407,eid,42,0
997418,546805,0,13.763642,sid,145,0
997447,4489,988060,-90.469074,uid,121,0
997447,176809,0,-59.302797,bid,103,0
997447,553391,0,-36.818304,sid,236,0
997447,504977,0,145.546599,bid,172,0
997447,350869,0,-94.605458,uid,114,0
997447,465750,0,-122.846927,sid,34,0
997447,34260,247641,-36.432823,uid,240,0
997447,63509,0,-47.016296,bid,131,0
997447,159374,61909,-101.212304,uid,97,0
997447,531502,0,12.406205,bid,164,0
997447,461060,0,-90.995527,uid,118,0
997447,440721,0,-45.362634,bid,137,0
997447,483227,0,62.164129,bid,169,0
997447,508768,993077,-77.332826,sid,145,0
997447,336039,0,-38.873496,sid,232,0
997447,214741,0,-116.771881,uid,71,0
997447,508689,0,-68.227838,uid,166,0
997447,553499,0,-62.000358,uid,176,0
997418,214741,0,-64.337127,bid,36,0
997447,554119,0,145.546599,uid,260,0
997447,553582,0,86.545753,uid,256,0
997447,542682,0,-119.32532,bid,23,0
997447,215720,988042,-95.73183,uid,19,0
997447,249124,168077,-93.600943,sid,105,0
997418,101409,184617,-64.957277,sid,73,0
997447,376418,991825,-112.779488,uid,79,0
997447,398337,0,-81.46127,bid,66,0
997447,531746,996318,-60.350466,sid,177,0
997447,361238,0,-41.126443,uid,232,0
997418,513977,0,-65.511737,uid,95,0
997447,333783,0,-89.183232,sid,116,0
997447,252096,990445,-125.559088,uid,41,0
997447,542682,0,-119.32532,uid,70,0
997447,391004,0,-90.862975,uid,120,0
997418,460669,0,42.677783,bid,95,0
997447,535923,0,-122.555463,uid,66,0
997447,531495,0,-48.066614,sid,212,0
997447,267374,993077,-136.031008,uid,10,0
997447,239260,0,-51.44348,bid,115,0
997447,312900,991825,-81.998268,sid,129,0
997447,514071,0,145.546599,bid,173,0
997418,303499,987632,-157.897948,uid,10,0
997418,245960,987632,-60.459014,uid,98,0
997447,267374,993077,-136.031008,uid,0,0
997447,40708,257965,-94.917259,gid,15,0
997447,352715,987632,-140.760932,uid,16,0
997447,437039,993281,-104.543035,bid,38,0
997447,468278,0,-59.635501,sid,180,0
997447,426628,0,-40.888472,bid,146,0
997447,101409,184617,-122.098935,uid,63,0
997418,469215,0,36.711302,bid,93,0
997447,267374,993077,-136.031008,bid,0,0
997447,371280,168077,-95.147823,uid,109,0
997447,535172,0,-51.034732,bid,116,0
997447,360760,61909,-122.741004,uid,65,0
997447,268656,0,-90.118316,bid,56,0
997447,215720,988042,-95.73183,gid,6,0
997447,550933,0,-127.501538,bid,14,0
997447,165718,0,-48.390109,uid,214,0
997447,4489,988060,-90.469074,gid,17,0
997447,269484,0,-9.267318,uid,247,0
997447,447652,61909,-98.629135,sid,94,0
997418,252096,990445,-116.082449,uid,39,0
997418,202722,184617,-99.969734,gid,10,0
997418,464281,0,3.812231,bid,77,0
997447,467351,0,-61.386609,uid,180,0
997447,215720,988042,-95.73183,uid,38,0
997447,485717,991825,-65.329976,uid,172,0
997447,71954,985857,-143.704098,uid,12,0
997447,101409,184617,-122.098935,gid,9,0
997447,507476,0,-42.324772,sid,224,0
997447,508689,0,-68.227838,bid,88,0
997447,426239,985857,-120.895165,eid,29,0
997447,308854,548027,-145.965679,uid,4,0
997447,553684,0,-45.61379,bid,135,0
997447,267374,993077,-136.031008,eid,0,0
997447,202722,184617,-78.671575,sid,142,0
997447,553499,0,-62.000358,sid,170,0
997447,554119,0,145.546599,bid,174,0
997447,115604,986996,-77.246585,uid,152,0
997447,99454,0,-79.19493,uid,145,0
997447,483227,0,62.164129,sid,241,0
997418,466533,988042,-64.899116,sid,74,0
997447,288912,991825,-123.590462,uid,59,0
997447,531495,0,-48.066614,bid,129,0
997447,372218,0,-116.267804,bid,25,0
997447,104378,0,-48.899724,bid,126,0
997447,553391,0,-36.818304,bid,154,0
997447,98902,0,-48.221393,bid,128,0
997418,452312,0,70.473682,uid,189,0
997447,188194,987632,-131.179879,sid,16,0
997418,252096,990445,-116.082449,eid,29,0
997447,235135,0,-89.489043,sid,115,0
997418,252226,0,-93.854147,uid,66,0
997447,368896,991545,-87.301096,uid,128,0
997447,57839,0,-55.871814,sid,192,0
997447,39424,0,-65.225507,sid,167,0
997447,79145,0,-106.865436,uid,88,0
997447,537986,987632,-120.705234,uid,68,0
997447,398373,0,-73.408432,sid,154,0
997447,488378,991825,-112.880364,sid,56,0
997447,542549,0,-52.532094,bid,113,0
997447,215720,988042,-95.73183,bid,7,0
997447,215720,988042,-95.73183,uid,17,0
997447,488172,0,145.546599,bid,171,0
997447,214741,0,-116.771881,sid,46,0
997418,376068,0,-129.038122,bid,4,0
997447,546199,0,-113.81188,sid,54,0
997447,551429,0,-42.186286,bid,142,0
997447,215720,988042,-123.826824,sid,28,0
997447,495023,987632,-121.616806,sid,39,0
997447,512708,995248,-111.33143,gid,11,0
997447,550980,0,-25.180366,uid,245,0
997447,198538,0,-60.45699,uid,187,0
997418,398337,0,48.381479,sid,168,0
997418,462311,0,15.633332,uid,157,0
997447,352715,987632,-140.760932,bid,5,0
997447,40708,257965,-94.917259,bid,48,0
997447,60315,0,-87.457033,bid,59,0
997447,550263,991825,-128.252635,eid,38,0
997447,84969,277858,-50.266545,sid,203,0
997418,278216,257965,-109.437325,uid,46,0
997447,462374,0,-125.985477,sid,27,0
997447,531746,996318,-60.350466,uid,183,0
997447,352715,987632,-143.653341,sid,2,0
997447,277286,168077,-99.260892,gid,13,0
997447,215720,988042,-95.73183,eid,34,0
997447,513977,0,-129.261922,uid,44,0
997447,267374,993077,-136.031008,eid,9,0
997447,426239,985857,-136.518875,sid,11,0
997447,99454,0,-79.19493,bid,71,0
997447,308854,548027,-145.965679,sid,0,0
997447,51733,548027,-60.594427,sid,176,0
997447,553737,0,-37.73944,bid,152,0
997447,215720,988042,-95.73183,uid,35,0
997447,69635,987632,-107.358427,sid,69,0
997447,4489,988060,-90.469074,sid,112,0
997447,303499,987632,-139.553305,uid,27,0
997447,547900,61909,-126.457861,sid,26,0
997447,518558,0,-80.06447,uid,143,0
997418,252096,990445,-116.082449,bid,8,0
997447,165718,0,-48.390109,bid,127,0
997447,404732,0,34.753431,uid,255,0
997418,426239,985857,-128.506623,sid,11,0
997447,202722,184617,-78.671575,uid,149,0
997447,93893,987632,-116.767502,sid,49,0
997447,25862,0,-76.535787,bid,81,0
997447,233638,0,-51.878052,sid,197,0
997418,278687,0,106.769579,uid,211,0
997447,550715,0,-61.93859,bid,95,0
997447,434770,987632,-130.294463,uid,43,0
997447,552385,0,-55.223958,sid,194,0
997418,485320,988042,-101.153106,uid,53,0
997447,5643,0,-110.649025,uid,82,0
997447,341144,0,-65.841127,sid,165,0
997447,63509,0,-47.016296,uid,218,0
997447,336924,0,-43.790362,sid,222,0
997418,385698,0,266.467923,bid,132,0
997447,487007,0,-110.063436,sid,65,0
997447,84969,277858,-50.266545,uid,207,0
997447,452090,0,-57.994378,uid,190,0
997447,101409,184617,-122.098935,uid,61,0
997447,197781,0,-55.889758,bid,109,0
997447,514071,0,145.546599,uid,259,0
997447,82314,985857,-114.375392,sid,51,0
997418,553185,0,800.0,sid,240,0
997447,197781,0,-55.889758,sid,191,0
997447,546805,0,-46.170754,uid,221,0
997447,84969,277858,-50.266545,gid,23,0
997447,261344,61909,-86.029162,sid,120,0
997447,485928,0,-78.174527,uid,151,0
997447,398373,0,-73.408432,bid,84,0
997447,167391,0,-108.964742,uid,85,0
997418,288912,991825,-91.224669,eid,41,0
997447,485774,0,-62.090095,uid,175,0
997447,99169,987632,-136.518488,sid,12,0
997447,550263,991825,-128.252635,eid,37,0
997418,531793,0,800.0,uid,235,0
997447,541441,0,-78.249444,bid,75,0
997418,233638,0,-19.875755,sid,118,0
997447,410052,0,-106.005624,bid,37,0
997447,487007,0,-110.063436,uid,83,0
997447,215720,988042,-95.73183,eid,16,0
997447,86479,0,-84.921578,uid,142,0
997447,63509,0,-47.016296,sid,214,0
997418,360760,61909,-16.254774,sid,120,0
997447,550263,991825,-128.252635,uid,48,0
997418,553024,0,47.305813,uid,175,0
997447,285776,0,-87.280485,bid,60,0
997447,126983,0,-98.125856,bid,45,0
997418,553499,0,800.0,sid,242,0
997447,399963,991828,-60.128531,gid,22,0
997447,466533,988042,-119.660086,sid,43,0
997447,193227,0,-49.255874,uid,211,0
997447,553582,0,86.545753,bid,170,0
997447,303499,987632,-139.553305,eid,21,0
997447,372176,0,-61.747725,sid,173,0
997447,545238,996650,-78.726482,uid,148,0
997447,398373,0,-73.408432,uid,160,0
997447,487572,0,-98.379258,sid,95,0
997447,71954,985857,-143.102779,gid,3,0
997447,176809,0,-59.302797,sid,183,0
997447,519332,997144,-143.417195,gid,5,0
997447,455069,993077,-95.945251,eid,47,0
997447,13935,61909,-94.844529,uid,113,0
997447,306768,61909,-122.881056,uid,8,0
997447,98902,0,-48.221393,uid,215,0
997447,277661,61909,-55.65311,sid,193,0
997447,79145,0,-106.865436,sid,72,0
997447,285776,0,-87.280485,uid,127,0
997418,142342,0,-0.734689,bid,74,0
997447,415501,988042,145.546599,sid,255,0
997447,82314,985857,-114.375392,uid,75,0
997447,287105,0,145.546599,sid,262,0
997447,404732,0,34.753431,sid,253,0
997447,553582,0,86.545753,sid,254,0
997418,551392,0,58.17145,sid,174,0
997418,259088,987632,-140.284321,sid,8,0
997447,37985,61909,-111.416524,sid,61,0
997418,303499,987632,-157.897948,uid,5,0
997447,455069,993077,-95.945251,uid,100,0
997447,235135,0,-89.489043,uid,124,0
997447,531502,0,12.406205,sid,248,0
997447,548090,997144,13.449796,uid,251,0
997447,494369,264543,-29.771516,sid,240,0
997447,278687,0,-80.528729,bid,67,0
997447,53328,257965,-70.283175,sid,157,0
997447,278687,0,-80.528729,sid,134,0
997447,179219,548027,-143.401649,sid,4,0
997447,299565,0,22.681402,sid,252,0
997447,550263,991825,-128.290821,bid,12,0
997447,306768,61909,-122.881056,eid,31,0
997447,352715,987632,-140.760932,eid,19,0
997447,286250,0,-65.877992,bid,90,0
997447,514486,0,-115.052154,uid,74,0
997447,306768,61909,-122.881056,gid,2,0
997418,372176,0,800.0,bid,144,0
997447,45133,993077,-101.687381,sid,84,0
997418,159374,61909,-103.606314,sid,34,0
997447,350869,0,-94.605458,bid,49,0
997418,86479,0,-100.595159,sid,38,0
997447,53529,0,-90.916141,uid,119,0
997447,241057,61909,-81.394489,uid,140,0
997447,542682,0,-119.32532,sid,44,0
997447,99169,987632,-136.518488,uid,32,0
997447,465801,0,-106.799163,uid,89,0
997447,215720,988042,-95.73183,eid,33,0
997447,101409,184617,-122.098935,bid,18,0
997447,352715,987632,-140.760932,eid,13,0
997418,181294,987632,65.628919,sid,181,0
997447,434770,987632,-130.294463,sid,18,0
997447,539031,0,-76.799797,sid,149,0
997418,544159,0,65.550335,sid,180,0
997447,308854,548027,-145.965679,gid,1,0
997447,553708,0,-85.955706,sid,121,0
997447,550263,991825,-126.040374,eid,41,0
997447,181294,987632,-91.499458,uid,116,0
997447,261344,61909,-86.029162,uid,131,0
997447,71954,985857,-143.102779,bid,4,0
997447,514071,0,145.546599,sid,258,0
997447,235473,0,-68.559617,bid,87,0
997447,401157,184617,-106.396898,sid,75,0
997447,507476,0,-42.324772,uid,228,0
997447,553577,0,-61.232352,bid,98,0
997447,519332,997144,-143.417195,sid,3,0
997447,252096,990445,-125.559088,sid,17,0
997418,404732,0,287.740841,bid,133,0
997447,215720,988042,-95.73183,eid,30,0
997447,460669,0,-79.47338,sid,137,0
997447,399963,991828,-60.128531,uid,184,0
997447,452312,0,-49.000846,uid,212,0
997447,516061,0,-42.624305,bid,140,0
997418,553241,995558,800.0,sid,241,0
997418,278216,257965,-109.5613,uid,45,0
997447,290793,0,-91.396502,sid,108,0
997447,541441,0,-78.249444,uid,150,0
997418,426239,985857,-128.506623,bid,5,0
997447,236388,0,-110.037896,uid,30,0
997418,510372,0,-6.17427,sid,129,0
997447,421719,988042,-107.138285,sid,71,0
997447,544159,0,-79.19303,sid,139,0
997447,531495,0,-48.066614,uid,216,0
997447,303499,987632,-139.553305,eid,25,0
997418,40708,257965,-76.175883,sid,62,0
997447,236506,0,-140.548676,sid,7,0
997447,551429,0,-42.186286,sid,225,0
997447,167391,0,-108.964742,bid,34,0
997447,215855,0,16.07897,sid,250,0
997447,504977,0,145.546599,uid,258,0
997447,401911,364685,-74.839151,sid,152,0
997447,253218,0,-120.452676,uid,69,0
997447,252096,990445,-125.559088,bid,10,0
997447,267374,993077,-136.031008,gid,0,0
997447,531793,0,-49.773538,sid,205,0
997447,258618,364685,-112.328027,uid,80,0
997447,306768,61909,-122.881056,uid,11,0
997447,385698,0,-38.345904,sid,234,0
997447,455069,993077,-128.640249,eid,35,0
997418,176963,0,-0.33401,bid,75,0
997447,336039,0,-38.873496,bid,149,0
997447,276430,0,-102.210783,uid,96,0
997418,249659,364685,12.005225,sid,143,0
997447,360760,61909,-122.741004,sid,35,0
997447,401911,364685,-74.839151,uid,158,0
997447,553577,0,-61.232352,sid,175,0
997418,317750,0,-52.66035,sid,88,0
997447,440721,0,-45.362634,sid,220,0
997447,460832,0,-50.977241,sid,200,0
997447,544159,0,-79.19303,bid,72,0
997447,4034,55400,-30.173203,uid,242,0
997447,104378,0,-48.899724,bid,126,0
0,0,0,0.0,sid,23,0
0,0,0,0.0,uid,197,0
0,0,0,0.0,sid,241,0
0,0,0,0.0,sid,173,0
0,0,0,0.0,gid,19,0
0,0,0,0.0,sid,145,0
0,0,0,0.0,bid,139,0
0,0,0,0.0,sid,73,0
0,0,0,0.0,sid,228,0
0,0,0,0.0,sid,143,0
0,0,0,0.0,bid,145,0
0,0,0,0.0,sid,200,0
0,0,0,0.0,uid,79,0
0,0,0,0.0,bid,3,0
0,0,0,0.0,uid,123,0
0,0,0,0.0,sid,61,0
0,0,0,0.0,bid,84,0
0,0,0,0.0,bid,128,0
0,0,0,0.0,uid,82,0
0,0,0,0.0,sid,244,0
0,0,0,0.0,bid,107,0
0,0,0,0.0,sid,8,0
0,0,0,0.0,bid,73,0
0,0,0,0.0,bid,80,0
0,0,0,0.0,sid,183,0
0,0,0,0.0,bid,30,0
0,0,0,0.0,uid,112,0
0,0,0,0.0,bid,143,0
0,0,0,0.0,uid,95,0
0,0,0,0.0,uid,202,0
0,0,0,0.0,sid,223,0
0,0,0,0.0,sid,77,0
0,0,0,0.0,bid,12,0
0,0,0,0.0,sid,35,0
0,0,0,0.0,bid,79,0
0,0,0,0.0,sid,91,0
0,0,0,0.0,sid,56,0
0,0,0,0.0,bid,121,0
0,0,0,0.0,bid,23,0
0,0,0,0.0,uid,73,0
0,0,0,0.0,sid,11,0
0,0,0,0.0,eid,23,0
0,0,0,0.0,sid,9,0
0,0,0,0.0,sid,53,0
0,0,0,0.0,bid,97,0
0,0,0,0.0,uid,130,0
0,0,0,0.0,bid,74,0
0,0,0,0.0,uid,101,0
0,0,0,0.0,uid,112,0
0,0,0,0.0,bid,75,0
0,0,0,0.0,uid,183,0
0,0,0,0.0,uid,4,0
0,0,0,0.0,uid,79,0
0,0,0,0.0,bid,52,0
0,0,0,0.0,uid,98,0
0,0,0,0.0,sid,114,0
0,0,0,0.0,uid,194,0
0,0,0,0.0,sid,47,0
0,0,0,0.0,sid,7,0
0,0,0,0.0,bid,10,0
0,0,0,0.0,eid,27,0
0,0,0,0.0,sid,0,0
0,0,0,0.0,sid,97,0
0,0,0,0.0,bid,29,0
0,0,0,0.0,eid,7,0
0,0,0,0.0,bid,34,0
0,0,0,0.0,eid,4,0
0,0,0,0.0,bid,94,0
0,0,0,0.0,sid,110,0
0,0,0,0.0,uid,108,0
0,0,0,0.0,uid,65,0
0,0,0,0.0,uid,157,0
0,0,0,0.0,sid,32,0
0,0,0,0.0,bid,116,0
0,0,0,0.0,uid,163,0
0,0,0,0.0,uid,88,0
0,0,0,0.0,eid,27,0
0,0,0,0.0,uid,45,0
0,0,0,0.0,sid,83,0
0,0,0,0.0,sid,184,0
0,0,0,0.0,sid,17,0
0,0,0,0.0,bid,35,0
0,0,0,0.0,eid,32,0
0,0,0,0.0,eid,29,0
0,0,0,0.0,uid,60,0
0,0,0,0.0,sid,14,0
0,0,0,0.0,gid,3,0
0,0,0,0.0,sid,66,0
0,0,0,0.0,uid,122,0
0,0,0,0.0,sid,98,0
0,0,0,0.0,sid,9,0
0,0,0,0.0,sid,111,0
0,0,0,0.0,uid,14,0
0,0,0,0.0,uid,86,0
0,0,0,0.0,uid,138,0
0,0,0,0.0,eid,6,0
0,0,0,0.0,bid,76,0
0,0,0,0.0,uid,11,0
0,0,0,0.0,bid,3,0
0,0,0,0.0,sid,89,0
0,0,0,0.0,sid,12,0
0,0,0,0.0,uid,111,0
0,0,0,0.0,bid,55,0
0,0,0,0.0,bid,20,0
0,0,0,0.0,sid,123,0
0,0,0,0.0,bid,51,0
0,0,0,0.0,sid,124,0
0,0,0,0.0,sid,40,0
0,0,0,0.0,sid,68,0
0,0,0,0.0,uid,68,0
0,0,0,0.0,uid,15,0
0,0,0,0.0,bid,14,0
0,0,0,0.0,uid,110,0
0,0,0,0.0,uid,113,0
0,0,0,0.0,sid,35,0
0,0,0,0.0,sid,1,0
0,0,0,0.0,sid,99,0
0,0,0,0.0,sid,132,0
0,0,0,0.0,uid,74,0
0,0,0,0.0,uid,72,0
0,0,0,0.0,sid,116,0
0,0,0,0.0,bid,36,0
0,0,0,0.0,sid,79,0
0,0,0,0.0,uid,40,0
0,0,0,0.0,sid,58,0
0,0,0,0.0,sid,122,0
0,0,0,0.0,bid,5,0
0,0,0,0.0,uid,177,0
0,0,0,0.0,uid,10,0
0,0,0,0.0,eid,0,0
0,0,0,0.0,eid,5,0
0,0,0,0.0,sid,129,0
0,0,0,0.0,bid,66,0
0,0,0,0.0,bid,35,0
0,0,0,0.0,sid,46,0
0,0,0,0.0,eid,18,0
0,0,0,0.0,sid,105,0
0,0,0,0.0,sid,57,0
0,0,0,0.0,uid,98,0
0,0,0,0.0,sid,42,0
0,0,0,0.0,eid,41,0
0,0,0,0.0,uid,190,0
0,0,0,0.0,uid,162,0
0,0,0,0.0,bid,51,0
0,0,0,0.0,sid,224,0
0,0,0,0.0,bid,44,0
0,0,0,0.0,uid,201,0
0,0,0,0.0,sid,17,0
0,0,0,0.0,uid,150,0
0,0,0,0.0,uid,135,0
0,0,0,0.0,sid,214,0
0,0,0,0.0,bid,116,0
0,0,0,0.0,uid,110,0
0,0,0,0.0,bid,56,0
0,0,0,0.0,uid,106,0
0,0,0,0.0,sid,44,0
0,0,0,0.0,bid,53,0
0,0,0,0.0,sid,147,0
0,0,0,0.0,sid,104,0
0,0,0,0.0,bid,156,0
0,0,0,0.0,bid,152,0
0,0,0,0.0,bid,63,0
0,0,0,0.0,uid,183,0
0,0,0,0.0,sid,111,0
0,0,0,0.0,sid,165,0
0,0,0,0.0,gid,2,0
0,0,0,0.0,uid,164,0
0,0,0,0.0,sid,88,0
0,0,0,0.0,uid,8,0
0,0,0,0.0,bid,131,0
0,0,0,0.0,sid,153,0
0,0,0,0.0,sid,160,0
0,0,0,0.0,uid,6,0
0,0,0,0.0,gid,21,0
0,0,0,0.0,sid,188,0
0,0,0,0.0,uid,208,0
0,0,0,0.0,uid,80,0
0,0,0,0.0,uid,209,0
0,0,0,0.0,sid,62,0
0,0,0,0.0,eid,27,0
0,0,0,0.0,uid,55,0
0,0,0,0.0,bid,60,0
0,0,0,0.0,sid,27,0
0,0,0,0.0,uid,184,0
0,0,0,0.0,bid,63,0
0,0,0,0.0,sid,59,0
0,0,0,0.0,uid,177,0
0,0,0,0.0,bid,158,0
0,0,0,0.0,bid,2,0
0,0,0,0.0,uid,217,0
0,0,0,0.0,sid,72,0
0,0,0,0.0,sid,5,0
0,0,0,0.0,uid,206,0
0,0,0,0.0,sid,148,0
0,0,0,0.0,uid,12,0
0,0,0,0.0,bid,101,0
0,0,0,0.0,uid,72,0
0,0,0,0.0,sid,142,0
0,0,0,0.0,sid,120,0
0,0,0,0.0,gid,4,0
